"Player","Team","Position","Type","Team","Pr","Grp/Max","Date (PST)","Gameweek"
"Emerson","WHU","D","Claim","mg","1","1/99","Sat Nov 25, 2023, 6:39AM","13"
"Philip Billing","BOU","M","Drop","mg","","","Sat Nov 25, 2023, 6:39AM","13"
"Nayef Aguerd","WHU","D","Claim","katabe","","","Fri Nov 24, 2023, 10:39PM","13"
"Victor Lindelof","MUN","D","Drop","katabe","","","Fri Nov 24, 2023, 10:38PM","13"
"Josh Brownhill","BUR","M","Claim","ben","","","Fri Nov 24, 2023, 4:00PM","13"
"Valentino Livramento","NEW","D","Drop","ben","","","Fri Nov 24, 2023, 4:00PM","13"
"Mario Lemina","WOL","M","Claim","sean","","","Fri Nov 24, 2023, 9:13AM","13"
"João Palhinha","FUL","M","Drop","sean","","","Fri Nov 24, 2023, 9:13AM","13"
"Joel Ward","CRY","D","Claim","sean","","","Thu Nov 23, 2023, 6:55PM","13"
"Taiwo Awoniyi","NOT","F","Drop","sean","","","Thu Nov 23, 2023, 6:55PM","13"
"Leon Bailey","AVL","F","Claim","md","","","Thu Nov 23, 2023, 8:51AM","13"
"Antony","MUN","F","Drop","md","","","Thu Nov 23, 2023, 8:51AM","13"
"Robert Sanchez","CHE","G","Claim","md","","","Thu Nov 23, 2023, 8:39AM","13"
"Dan Burn","NEW","D","Drop","md","","","Thu Nov 23, 2023, 8:39AM","13"
"Jefferson Lerma","CRY","M","Claim","ben","","","Tue Nov 21, 2023, 7:31AM","13"
"Neal Maupay","EVE/BRF","F","Drop","ben","","","Tue Nov 21, 2023, 7:28AM","13"
"Cameron Archer","AVL/SHU","F","Claim","vu","","","Mon Nov 20, 2023, 3:08PM","13"
"Joao Pedro","BHA","F","Drop","vu","","","Mon Nov 20, 2023, 3:08PM","13"
"Willy Boly","NOT","D","Claim","md","","","Mon Nov 20, 2023, 3:37AM","13"
"Craig Dawson","WOL","D","Drop","md","","","Mon Nov 20, 2023, 3:37AM","13"
"Neto","BOU","G","Claim","mg","1","1/99","Sun Nov 19, 2023, 8:32PM","13"
"Ben Chilwell","CHE","D","Drop","mg","","","Sun Nov 19, 2023, 8:31PM","13"
"Rayan Ait-Nouri","WOL","D","Claim","vu","","","Wed Nov 15, 2023, 6:25AM","13"
"Marc Cucurella","CHE","D","Drop","vu","","","Wed Nov 15, 2023, 6:25AM","13"
"Cristian Romero","TOT","D","Claim","mg","1","1/99","Tue Nov 14, 2023, 11:24AM","13"
"Nayef Aguerd","WHU","D","Drop","mg","","","Tue Nov 14, 2023, 11:24AM","13"
"Marcus Tavernier","BOU","M","Claim","tj","","","Tue Nov 14, 2023, 7:25AM","13"
"Alfie Doughty","LUT","M","Drop","tj","","","Tue Nov 14, 2023, 7:25AM","13"
"Jacob Ramsey","AVL","M","Claim","tj","","","Tue Nov 14, 2023, 7:21AM","13"
"Cameron Archer","AVL/SHU","F","Drop","tj","","","Tue Nov 14, 2023, 7:21AM","13"
"Philip Billing","BOU","M","Claim","mg","1","1/99","Tue Nov 14, 2023, 7:16AM","13"
"Nayef Aguerd","WHU","D","Claim","mg","1","1/99","Tue Nov 14, 2023, 7:14AM","13"
"Joao Pedro","BHA","F","Claim","vu","","","Tue Nov 14, 2023, 7:12AM","13"
"Lewis Hall","CHE/NEW","D","Drop","vu","","","Tue Nov 14, 2023, 7:12AM","13"
"Anthony Elanga","NOT","F","Claim","vu","","","Tue Nov 14, 2023, 7:06AM","13"
"Ross Barkley","CHE/LUT","M","Drop","vu","","","Tue Nov 14, 2023, 7:06AM","13"
"Tomas Soucek","WHU","M","Claim","sean","","","Tue Nov 14, 2023, 7:00AM","13"
"Tim Ream","FUL","D","Drop","sean","","","Tue Nov 14, 2023, 7:00AM","13"
"Ryan Gravenberch","LIV","M","Drop","mg","","","Sun Nov 12, 2023, 4:58PM","13"
"Jamaal Lascelles","NEW","D","Drop","mg","","","Sun Nov 12, 2023, 4:58PM","13"
"Marc Cucurella","CHE","D","Claim","vu","","","Sun Nov 12, 2023, 7:34AM","12"
"Nathan Ake","MCI","D","Drop","vu","","","Sun Nov 12, 2023, 7:34AM","12"
"Cameron Archer","AVL/SHU","F","Claim","tj","","","Sun Nov 12, 2023, 5:58AM","12"
"Willy Boly","NOT","D","Drop","tj","","","Sun Nov 12, 2023, 5:58AM","12"
"Kurt Zouma","WHU","D","Claim","vu","","","Sun Nov 12, 2023, 5:48AM","12"
"Joseph Gomez","LIV","D","Drop","vu","","","Sun Nov 12, 2023, 5:48AM","12"
"Ben Chilwell","CHE","D","Claim","mg","1","1/99","Sat Nov 11, 2023, 11:56PM","12"
"Victor Lindelof","MUN","D","Claim","katabe","","","Sat Nov 11, 2023, 6:27AM","12"
"Jakub Kiwior","ARS","D","Drop","katabe","","","Sat Nov 11, 2023, 6:27AM","12"
"Alejandro Garnacho","MUN","M","Claim","vu","","","Sat Nov 11, 2023, 6:20AM","12"
"Joao Pedro","BHA","F","Drop","vu","","","Sat Nov 11, 2023, 6:20AM","12"
"Sergio Reguilon","TOT/MUN/BRF","D","Claim","vu","","","Sat Nov 11, 2023, 6:14AM","12"
"Joel Ward","CRY","D","Drop","vu","","","Sat Nov 11, 2023, 6:14AM","12"
"Joel Ward","CRY","D","Claim","vu","","","Sat Nov 11, 2023, 6:10AM","12"
"Aaron Hickey","BRF","D","Drop","mg","","","Sat Nov 11, 2023, 6:06AM","12"
"Raphael Varane","MUN","D","Drop","vu","","","Sat Nov 11, 2023, 6:04AM","12"
"Jakub Kiwior","ARS","D","Claim","katabe","","","Fri Nov 10, 2023, 11:09PM","12"
"Neal Maupay","EVE/BRF","F","Claim","ben","","","Fri Nov 10, 2023, 8:43PM","12"
"Jonny Evans","MUN","D","Drop","katabe","","","Fri Nov 10, 2023, 9:35AM","12"
"Emerson Royal","TOT","D","Claim","sean","","","Fri Nov 10, 2023, 9:05AM","12"
"Cristian Romero","TOT","D","Drop","sean","","","Fri Nov 10, 2023, 9:05AM","12"
"Richarlison","TOT","F","Drop","ben","","","Fri Nov 10, 2023, 9:04AM","12"
"Christian Norgaard","BRF","M","Claim","sean","","","Fri Nov 10, 2023, 9:04AM","12"
"Tomas Soucek","WHU","M","Drop","sean","","","Fri Nov 10, 2023, 9:04AM","12"
"Ryan Gravenberch","LIV","M","Claim","mg","1","1/99","Fri Nov 10, 2023, 8:39AM","12"
"Thomas Partey","ARS","M","Drop","mg","","","Fri Nov 10, 2023, 8:39AM","12"
"Ross Barkley","CHE/LUT","M","Claim","vu","","","Fri Nov 10, 2023, 7:12AM","12"
"Cody Gakpo","LIV","F","Drop","vu","","","Fri Nov 10, 2023, 7:12AM","12"
"Willy Boly","NOT","D","Claim","tj","","","Fri Nov 10, 2023, 7:03AM","12"
"Michail Antonio","WHU","F","Drop","tj","","","Fri Nov 10, 2023, 7:03AM","12"
"Aaron Hickey","BRF","D","Claim","mg","1","1/99","Thu Nov 9, 2023, 6:22AM","12"
"Christian Norgaard","BRF","M","Drop","mg","","","Thu Nov 9, 2023, 6:22AM","12"
"Michail Antonio","WHU","F","Claim","tj","","","Wed Nov 8, 2023, 11:06PM","12"
"Cameron Archer","AVL/SHU","F","Drop","tj","","","Wed Nov 8, 2023, 11:06PM","12"
"Raphael Varane","MUN","D","Claim","vu","","","Wed Nov 8, 2023, 10:59AM","12"
"Nayef Aguerd","WHU","D","Drop","vu","","","Wed Nov 8, 2023, 10:59AM","12"
"Cameron Archer","AVL/SHU","F","Claim","tj","","","Tue Nov 7, 2023, 10:07AM","12"
"Kristoffer Ajer","BRF","D","Drop","tj","","","Tue Nov 7, 2023, 10:07AM","12"
"Jonny Evans","MUN","D","Claim","katabe","","","Tue Nov 7, 2023, 9:52AM","12"
"Neal Maupay","EVE/BRF","F","Drop","katabe","","","Tue Nov 7, 2023, 9:51AM","12"
"Harry Maguire","MUN","D","Claim","katabe","","","Tue Nov 7, 2023, 9:50AM","12"
"Rayan Ait-Nouri","WOL","D","Drop","katabe","","","Tue Nov 7, 2023, 9:49AM","12"
"Thomas Partey","ARS","M","Claim","mg","1","1/99","Tue Nov 7, 2023, 8:06AM","12"
"Jamaal Lascelles","NEW","D","Claim","mg","1","1/99","Tue Nov 7, 2023, 7:49AM","12"
"Harry Toffolo","NOT","D","Claim","tj","","","Tue Nov 7, 2023, 7:07AM","12"
"Lewis Hall","CHE/NEW","D","Claim","vu","","","Tue Nov 7, 2023, 7:02AM","12"
"Micky van de Ven","TOT","D","Drop","vu","","","Tue Nov 7, 2023, 7:02AM","12"
"Valentino Livramento","NEW","D","Claim","ben","","","Tue Nov 7, 2023, 7:00AM","12"
"Jefferson Lerma","CRY","M","Drop","ben","","","Tue Nov 7, 2023, 7:00AM","12"
"Scott McTominay","MUN","M","Claim","ben","","","Tue Nov 7, 2023, 7:00AM","12"
"Said Benrahma","WHU","M","Drop","ben","","","Tue Nov 7, 2023, 7:00AM","12"
"Takehiro Tomiyasu","ARS","D","Claim","sean","","","Tue Nov 7, 2023, 7:00AM","12"
"Willy Boly","NOT","D","Drop","sean","","","Tue Nov 7, 2023, 7:00AM","12"
"Joseph Gomez","LIV","D","Claim","vu","","","Sun Nov 5, 2023, 7:34AM","11"
"Malo Gusto","CHE","D","Drop","vu","","","Sun Nov 5, 2023, 7:34AM","11"
"Nelson Semedo","WOL","D","Drop","mg","","","Sat Nov 4, 2023, 11:55PM","12"
"Malang Sarr","CHE","D","Drop","mg","","","Sat Nov 4, 2023, 11:54PM","11"
"Sasa Kalajdzic","WOL","F","Drop","tj","","","Sat Nov 4, 2023, 3:27PM","12"
"Neal Maupay","EVE/BRF","F","Claim","katabe","","","Sat Nov 4, 2023, 7:32AM","11"
"Aaron Hickey","BRF","D","Drop","katabe","","","Sat Nov 4, 2023, 7:28AM","11"
"Craig Dawson","WOL","D","Claim","md","","","Sat Nov 4, 2023, 7:27AM","11"
"Sasa Kalajdzic","WOL","F","Claim","tj","","","Sat Nov 4, 2023, 7:09AM","11"
"Craig Dawson","WOL","D","Drop","tj","","","Sat Nov 4, 2023, 7:09AM","11"
"Rayan Ait-Nouri","WOL","D","Claim","katabe","","","Fri Nov 3, 2023, 10:56PM","11"
"Ryan Gravenberch","LIV","M","Drop","katabe","","","Fri Nov 3, 2023, 10:48PM","11"
"Alex Iwobi","EVE/FUL","M","Claim","katabe","","","Fri Nov 3, 2023, 10:46PM","11"
"Benoit Badiashile","CHE","D","Drop","katabe","","","Fri Nov 3, 2023, 10:45PM","11"
"Aaron Hickey","BRF","D","Claim","katabe","","","Fri Nov 3, 2023, 10:41PM","11"
"Cheick Doucoure","CRY","M","Claim","md","","","Fri Nov 3, 2023, 7:59PM","11"
"Nelson Semedo","WOL","D","Claim","mg","1","1/99","Fri Nov 3, 2023, 6:50PM","11"
"Cheick Doucoure","CRY","M","Drop","mg","","","Fri Nov 3, 2023, 6:50PM","11"
"Craig Dawson","WOL","D","Claim","tj","","","Fri Nov 3, 2023, 6:29PM","11"
"Willian","FUL","F","Drop","tj","","","Fri Nov 3, 2023, 6:29PM","11"
"Nayef Aguerd","WHU","D","Claim","vu","","","Fri Nov 3, 2023, 8:03AM","11"
"Kurt Zouma","WHU","D","Drop","vu","","","Fri Nov 3, 2023, 8:03AM","11"
"Nathan Ake","MCI","D","Claim","vu","","","Fri Nov 3, 2023, 7:04AM","11"
"Ben Chilwell","CHE","D","Drop","vu","","","Fri Nov 3, 2023, 7:04AM","11"
"João Palhinha","FUL","M","Claim","sean","","","Thu Nov 2, 2023, 9:50PM","11"
"Scott McTominay","MUN","M","Drop","sean","","","Thu Nov 2, 2023, 9:50PM","11"
"Malang Sarr","CHE","D","Claim","mg","1","1/99","Thu Nov 2, 2023, 1:46PM","11"
"Jamaal Lascelles","NEW","D","Drop","mg","","","Thu Nov 2, 2023, 1:46PM","11"
"Said Benrahma","WHU","M","Claim","ben","","","Thu Nov 2, 2023, 1:22PM","11"
"Philip Billing","BOU","M","Drop","ben","","","Thu Nov 2, 2023, 1:22PM","11"
"James Garner","EVE","M","Claim","zach","","","Thu Nov 2, 2023, 1:17PM","11"
"Youri Tielemans","AVL","M","Drop","zach","","","Thu Nov 2, 2023, 1:17PM","11"
"Jarrad Branthwaite","EVE","D","Claim","ben","","","Wed Nov 1, 2023, 9:31PM","11"
"Nathan Ake","MCI","D","Drop","ben","","","Wed Nov 1, 2023, 9:31PM","11"
"Ben Chilwell","CHE","D","Claim","vu","","","Wed Nov 1, 2023, 5:08PM","11"
"Emile Smith Rowe","ARS","M","Drop","vu","","","Wed Nov 1, 2023, 5:08PM","11"
"Benoit Badiashile","CHE","D","Claim","katabe","","","Wed Nov 1, 2023, 2:20PM","11"
"Lloyd Kelly","BOU","D","Drop","katabe","","","Tue Oct 31, 2023, 9:05AM","11"
"Jakub Kiwior","ARS","D","Drop","katabe","","","Tue Oct 31, 2023, 9:03AM","11"
"Cheick Doucoure","CRY","M","Claim","mg","1","1/99","Tue Oct 31, 2023, 8:41AM","11"
"Sandro Tonali","NEW","M","Drop","mg","","","Tue Oct 31, 2023, 8:41AM","11"
"Kristoffer Ajer","BRF","D","Claim","tj","","","Tue Oct 31, 2023, 7:06AM","11"
"Emile Smith Rowe","ARS","M","Claim","vu","","","Tue Oct 31, 2023, 7:03AM","11"
"Marcus Tavernier","BOU","M","Drop","vu","","","Tue Oct 31, 2023, 7:03AM","11"
"Max Kilman","WOL","D","Claim","aj","","","Tue Oct 31, 2023, 7:00AM","11"
"Zeki Amdouni","BUR","F","Drop","aj","","","Tue Oct 31, 2023, 7:00AM","11"
"Ansu Fati","BHA","F","Claim","rafa","","","Tue Oct 31, 2023, 7:00AM","11"
"Ben Mee","BRF","D","Drop","rafa","","","Tue Oct 31, 2023, 7:00AM","11"
"Emile Smith Rowe","ARS","M","Drop","tj","","","Sun Oct 29, 2023, 10:07AM","11"
"Willian","FUL","F","Claim","tj","","","Sun Oct 29, 2023, 6:40AM","10"
"Ansu Fati","BHA","F","Drop","tj","","","Sun Oct 29, 2023, 6:40AM","10"
"Jakub Kiwior","ARS","D","Claim","katabe","","","Sat Oct 28, 2023, 6:54AM","10"
"Takehiro Tomiyasu","ARS","D","Drop","katabe","","","Sat Oct 28, 2023, 6:54AM","10"
"Emile Smith Rowe","ARS","M","Claim","tj","","","Sat Oct 28, 2023, 6:52AM","10"
"Emerson","WHU","D","Drop","md","","","Sat Oct 28, 2023, 6:42AM","10"
"Marcus Tavernier","BOU","M","Claim","vu","","","Sat Oct 28, 2023, 6:35AM","10"
"Mason Mount","MUN","M","Drop","vu","","","Sat Oct 28, 2023, 6:35AM","10"
"Lyle Foster","BUR","F","Drop","tj","","","Sat Oct 28, 2023, 6:34AM","10"
"Sandro Tonali","NEW","M","Claim","mg","1","1/99","Sat Oct 28, 2023, 6:15AM","10"
"James Garner","EVE","M","Drop","mg","","","Sat Oct 28, 2023, 6:15AM","10"
"Neto","BOU","G","Drop","md","","","Sat Oct 28, 2023, 3:37AM","10"
"Lyle Foster","BUR","F","Claim","tj","","","Sat Oct 28, 2023, 12:34AM","10"
"Timothy Castagne","LEI/FUL","D","Drop","tj","","","Sat Oct 28, 2023, 12:34AM","10"
"Philip Billing","BOU","M","Claim","ben","","","Fri Oct 27, 2023, 11:09AM","10"
"Michail Antonio","WHU","F","Drop","ben","","","Fri Oct 27, 2023, 11:09AM","10"
"Jamaal Lascelles","NEW","D","Claim","mg","1","1/99","Wed Oct 25, 2023, 10:49PM","10"
"Lyle Foster","BUR","F","Drop","mg","","","Wed Oct 25, 2023, 10:49PM","10"
"Neto","BOU","G","Claim","md","","","Tue Oct 24, 2023, 1:21PM","10"
"Raphael Varane","MUN","D","Drop","md","","","Tue Oct 24, 2023, 1:21PM","10"
"Lloyd Kelly","BOU","D","Claim","katabe","","","Tue Oct 24, 2023, 1:12PM","10"
"Ryan Gravenberch","LIV","M","Claim","katabe","","","Tue Oct 24, 2023, 1:10PM","10"
"Takehiro Tomiyasu","ARS","D","Claim","katabe","","","Tue Oct 24, 2023, 1:07PM","10"
"Matt Turner","NOT","G","Drop","katabe","","","Tue Oct 24, 2023, 1:07PM","10"
"Beto","EVE","F","Drop","katabe","","","Tue Oct 24, 2023, 1:06PM","10"
"Harry Toffolo","NOT","D","Drop","katabe","","","Tue Oct 24, 2023, 1:06PM","10"
"Scott McTominay","MUN","M","Claim","sean","","","Tue Oct 24, 2023, 8:52AM","10"
"Nicolas Dominguez","NOT","M","Drop","sean","","","Tue Oct 24, 2023, 8:52AM","10"
"Ansu Fati","BHA","F","Claim","tj","","","Tue Oct 24, 2023, 7:13AM","10"
"Marcus Tavernier","BOU","M","Drop","tj","","","Tue Oct 24, 2023, 7:13AM","10"
"Joelinton","NEW","M","Claim","vu","","","Tue Oct 24, 2023, 7:04AM","10"
"Jamie Donley","TOT","F","Drop","vu","","","Tue Oct 24, 2023, 7:04AM","10"
"John McGinn","AVL","M","Claim","mg","1","1/99","Tue Oct 24, 2023, 7:00AM","10"
"Lisandro Martinez","MUN","D","Drop","mg","","","Sat Oct 21, 2023, 6:58AM","9"
"Lisandro Martinez","MUN","D","Claim","mg","1","1/99","Sat Oct 21, 2023, 6:53AM","9"
"Nayef Aguerd","WHU","D","Drop","mg","","","Sat Oct 21, 2023, 6:53AM","9"
"Brennan Johnson","NOT/TOT","F","Claim","ben","","","Fri Oct 20, 2023, 11:01PM","9"
"Matheus Nunes","WOL/MCI","M","Drop","ben","","","Fri Oct 20, 2023, 10:57PM","9"
"Boubacar Kamara","AVL","M","Claim","katabe","","","Fri Oct 20, 2023, 10:45PM","9"
"Beto","EVE","F","Claim","katabe","","","Fri Oct 20, 2023, 10:31PM","9"
"John McGinn","AVL","M","Drop","katabe","","","Fri Oct 20, 2023, 10:30PM","9"
"Vitaly Janelt","BRF","M","Claim","katabe","","","Fri Oct 20, 2023, 10:28PM","9"
"Matt Turner","NOT","G","Claim","katabe","","","Fri Oct 20, 2023, 10:25PM","9"
"Murillo","NOT","M","Drop","katabe","","","Fri Oct 20, 2023, 10:25PM","9"
"Harry Toffolo","NOT","D","Claim","katabe","","","Fri Oct 20, 2023, 10:25PM","9"
"Murillo","NOT","M","Claim","katabe","","","Fri Oct 20, 2023, 10:24PM","9"
"Marcus Tavernier","BOU","M","Claim","tj","","","Fri Oct 20, 2023, 5:11PM","9"
"Nick Pope","NEW","G","Claim","tj","","","Fri Oct 20, 2023, 5:02PM","9"
"Neto","BOU","G","Drop","tj","","","Fri Oct 20, 2023, 5:02PM","9"
"Gustavo Hamer","SHU","M","Drop","mg","","","Wed Oct 18, 2023, 11:55PM","9"
"Jefferson Lerma","CRY","M","Claim","ben","","","Tue Oct 17, 2023, 10:32PM","9"
"Philip Billing","BOU","M","Drop","ben","","","Tue Oct 17, 2023, 10:32PM","9"
"Michail Antonio","WHU","F","Claim","ben","","","Tue Oct 17, 2023, 10:27PM","9"
"Beto","EVE","F","Drop","ben","","","Tue Oct 17, 2023, 10:27PM","9"
"Konstantinos Tsimikas","LIV","D","Claim","vu","","","Fri Oct 13, 2023, 5:56AM","9"
"Billy Gilmour","BHA","M","Drop","vu","","","Fri Oct 13, 2023, 5:56AM","9"
"Nicolas Dominguez","NOT","M","Claim","sean","","","Tue Oct 10, 2023, 8:25PM","9"
"Lyle Foster","BUR","F","Claim","mg","1","1/99","Tue Oct 10, 2023, 7:09AM","9"
"Ansu Fati","BHA","F","Drop","mg","","","Tue Oct 10, 2023, 7:09AM","9"
"Jamie Donley","TOT","F","Claim","vu","","","Tue Oct 10, 2023, 7:06AM","9"
"Marc Cucurella","CHE","D","Drop","vu","","","Tue Oct 10, 2023, 7:06AM","9"
"Simon Adingra","BHA","F","Claim","vu","","","Tue Oct 10, 2023, 7:03AM","9"
"Armando Broja","CHE/FUL","F","Drop","vu","","","Tue Oct 10, 2023, 7:03AM","9"
"Ben White","ARS","D","Claim","vu","","","Tue Oct 10, 2023, 7:00AM","9"
"Rico Lewis","MCI","D","Drop","vu","","","Tue Oct 10, 2023, 7:00AM","9"
"Ben Chilwell","CHE","D","Drop","sean","","","Mon Oct 9, 2023, 8:50AM","9"
"Rico Lewis","MCI","D","Claim","vu","","","Sun Oct 8, 2023, 7:33AM","8"
"Ben White","ARS","D","Drop","vu","","","Sun Oct 8, 2023, 7:33AM","8"
"Issa Diop","FUL","D","Drop","katabe","","","Sat Oct 7, 2023, 8:07PM","9"
"Victor Lindelof","MUN","D","Drop","katabe","","","Sat Oct 7, 2023, 8:06PM","9"
"Jeffrey Schlupp","CRY","M","Drop","katabe","","","Sat Oct 7, 2023, 8:06PM","9"
"Lyle Foster","BUR","F","Drop","katabe","","","Sat Oct 7, 2023, 8:06PM","9"
"Lyle Foster","BUR","F","Claim","katabe","","","Fri Oct 6, 2023, 9:56PM","8"
"Sofyan Amrabat","MUN","M","Drop","katabe","","","Fri Oct 6, 2023, 9:55PM","8"
"Issa Diop","FUL","D","Claim","katabe","","","Fri Oct 6, 2023, 9:52PM","8"
"Mateo Kovacic","MCI","M","Drop","katabe","","","Fri Oct 6, 2023, 9:49PM","8"
"Matheus Cunha","WOL","F","Claim","rafa","","","Fri Oct 6, 2023, 9:24PM","8"
"Leon Bailey","AVL","F","Drop","rafa","","","Fri Oct 6, 2023, 9:24PM","8"
"Ben Chilwell","CHE","D","Claim","sean","","","Fri Oct 6, 2023, 7:04PM","8"
"Jefferson Lerma","CRY","M","Drop","sean","","","Fri Oct 6, 2023, 7:04PM","8"
"Gustavo Hamer","SHU","M","Claim","mg","1","1/99","Fri Oct 6, 2023, 7:13AM","8"
"Cheick Doucoure","CRY","M","Drop","mg","","","Fri Oct 6, 2023, 7:13AM","8"
"James Garner","EVE","M","Claim","mg","1","1/99","Fri Oct 6, 2023, 7:09AM","8"
"Boubacar Kamara","AVL","M","Drop","mg","","","Fri Oct 6, 2023, 7:09AM","8"
"Marc Cucurella","CHE","D","Claim","vu","","","Fri Oct 6, 2023, 7:02AM","8"
"Serge Aurier","NOT","D","Drop","vu","","","Fri Oct 6, 2023, 7:02AM","8"
"Armando Broja","CHE/FUL","F","Claim","vu","","","Fri Oct 6, 2023, 7:02AM","8"
"Matheus Cunha","WOL","F","Drop","vu","","","Fri Oct 6, 2023, 7:02AM","8"
"Ezri Konsa","AVL","D","Claim","katabe","","","Thu Oct 5, 2023, 8:31PM","8"
"Lyle Foster","BUR","F","Drop","katabe","","","Thu Oct 5, 2023, 8:31PM","8"
"Christian Norgaard","BRF","M","Claim","mg","1","1/99","Wed Oct 4, 2023, 11:42AM","8"
"Manor Solomon","TOT","F","Drop","mg","","","Wed Oct 4, 2023, 11:41AM","8"
"Serge Aurier","NOT","D","Claim","vu","","","Wed Oct 4, 2023, 10:58AM","8"
"Christian Norgaard","BRF","M","Drop","vu","","","Wed Oct 4, 2023, 10:58AM","8"
"Boubacar Kamara","AVL","M","Claim","mg","1","1/99","Tue Oct 3, 2023, 10:04PM","8"
"Joel Ward","CRY","D","Drop","mg","","","Tue Oct 3, 2023, 10:04PM","8"
"Lyle Foster","BUR","F","Claim","katabe","","","Tue Oct 3, 2023, 8:26PM","8"
"Victor Lindelof","MUN","D","Claim","katabe","","","Tue Oct 3, 2023, 8:20PM","8"
"Neto","BOU","G","Claim","tj","","","Tue Oct 3, 2023, 4:43PM","8"
"James Trafford","BUR","G","Drop","tj","","","Tue Oct 3, 2023, 4:43PM","8"
"Joel Ward","CRY","D","Claim","mg","1","1/99","Tue Oct 3, 2023, 4:22PM","8"
"James Garner","EVE","M","Drop","mg","","","Tue Oct 3, 2023, 4:22PM","8"
"Jacob Ramsey","AVL","M","Drop","katabe","","","Tue Oct 3, 2023, 4:16PM","8"
"Nick Pope","NEW","G","Drop","katabe","","","Tue Oct 3, 2023, 4:15PM","8"
"Nayef Aguerd","WHU","D","Claim","mg","1","1/99","Tue Oct 3, 2023, 2:43PM","8"
"Josh Cullen","BUR","M","Drop","mg","","","Tue Oct 3, 2023, 2:43PM","8"
"Manor Solomon","TOT","F","Claim","mg","1","1/99","Tue Oct 3, 2023, 2:41PM","8"
"Luca Koleosho","BUR","F","Drop","mg","","","Tue Oct 3, 2023, 2:41PM","8"
"Micky van de Ven","TOT","D","Claim","vu","","","Tue Oct 3, 2023, 7:08AM","8"
"Ameen Al Dakhil","BUR","D","Drop","vu","","","Tue Oct 3, 2023, 7:08AM","8"
"Matheus Cunha","WOL","F","Claim","vu","","","Tue Oct 3, 2023, 7:04AM","8"
"Michail Antonio","WHU","F","Drop","vu","","","Tue Oct 3, 2023, 7:04AM","8"
"Christian Norgaard","BRF","M","Claim","vu","","","Tue Oct 3, 2023, 7:03AM","8"
"Ben Chilwell","CHE","D","Drop","vu","","","Tue Oct 3, 2023, 7:03AM","8"
"Jeffrey Schlupp","CRY","M","Claim","katabe","","","Tue Oct 3, 2023, 7:00AM","8"
"Sam Johnstone","CRY","G","Claim","katabe","","","Tue Oct 3, 2023, 7:00AM","8"
"Nick Pope","NEW","G","Claim","katabe","","","Tue Oct 3, 2023, 7:00AM","8"
"John McGinn","AVL","M","Claim","katabe","","","Tue Oct 3, 2023, 7:00AM","8"
"Jacob Ramsey","AVL","M","Claim","katabe","","","Tue Oct 3, 2023, 7:00AM","8"
"Jack Harrison","LEE/EVE","M","Claim","ben","","","Tue Oct 3, 2023, 7:00AM","8"
"Aaron Ramsey","AVL/BUR","M","Drop","ben","","","Tue Oct 3, 2023, 7:00AM","8"
"Hwang Hee-Chan","WOL","F","Claim","katabe","","","Tue Oct 3, 2023, 7:00AM","8"
"Tyrick Mitchell","CRY","D","Claim","ben","","","Tue Oct 3, 2023, 7:00AM","8"
"Issa Kabore","LUT","D","Drop","ben","","","Tue Oct 3, 2023, 7:00AM","8"
"Josh Brownhill","BUR","M","Drop","katabe","","","Mon Oct 2, 2023, 9:51AM","8"
"Jacob Brown","LUT","F","Drop","katabe","","","Mon Oct 2, 2023, 9:50AM","8"
"Jordan Pickford","EVE","G","Drop","katabe","","","Sat Sep 30, 2023, 8:51AM","8"
"Ashley Young","EVE","D","Drop","katabe","","","Sat Sep 30, 2023, 8:51AM","8"
"Jamaal Lascelles","NEW","D","Drop","katabe","","","Sat Sep 30, 2023, 8:51AM","8"
"Jean-Philippe Mateta","CRY","F","Drop","katabe","","","Sat Sep 30, 2023, 8:50AM","8"
"Cody Gakpo","LIV","F","Claim","vu","","","Sat Sep 30, 2023, 8:33AM","7"
"Christian Norgaard","BRF","M","Drop","vu","","","Sat Sep 30, 2023, 8:33AM","7"
"Jamaal Lascelles","NEW","D","Claim","katabe","","","Sat Sep 30, 2023, 6:33AM","7"
"Sandro Tonali","NEW","M","Drop","katabe","","","Sat Sep 30, 2023, 6:33AM","7"
"Jean-Philippe Mateta","CRY","F","Claim","katabe","","","Sat Sep 30, 2023, 6:31AM","7"
"Brennan Johnson","NOT/TOT","F","Drop","katabe","","","Sat Sep 30, 2023, 6:30AM","7"
"Alfie Doughty","LUT","M","Claim","tj","","","Sat Sep 30, 2023, 6:08AM","7"
"Dara O'Shea","BUR","D","Drop","tj","","","Sat Sep 30, 2023, 6:08AM","7"
"Jacob Brown","LUT","F","Claim","katabe","","","Fri Sep 29, 2023, 6:53PM","7"
"Cody Gakpo","LIV","F","Drop","katabe","","","Fri Sep 29, 2023, 6:53PM","7"
"Issa Kabore","LUT","D","Claim","ben","","","Fri Sep 29, 2023, 3:16PM","7"
"Tyrick Mitchell","CRY","D","Drop","ben","","","Fri Sep 29, 2023, 3:16PM","7"
"Ameen Al Dakhil","BUR","D","Claim","vu","","","Fri Sep 29, 2023, 7:23AM","7"
"Issa Diop","FUL","D","Drop","vu","","","Fri Sep 29, 2023, 7:23AM","7"
"Enzo Fernandez","CHE","M","Claim","vu","","","Fri Sep 29, 2023, 7:05AM","7"
